AVG_GRD,Activity_Type,AvgCourse,AvgInstructor,Course,CourseTitle,CrsLvlNum,CrsPBAColl,CrsPBADept,CrsPBADiv,Honors,Hours,Instruction_Mode,Level,NComb,NIntrFCQ,N,PCT,RAP,Section,Subject,Subject_Label,Workload,YearTerm,Instructors
,SEM - Seminar,4.69,5.33,6605,Cognitive Psychology Research Update,6XXX,AS,PSYC,NS,0,1,P  - In Person,Masters,1,1,,,1,801,PSYC,Psychology,,20141,
4,SEM - Seminar,5.82,6,6606,Professional Issues in Social Psychology,6XXX,AS,PSYC,NS,0,1,P  - In Person,Masters,1,1,,,1,801,PSYC,Psychology,,20141,
3.9,PRA - Practicum,,,7683,"Intellectual Assessment, with Practicum, in Clinical Psychology",7XXX,AS,PSYC,NS,0,2,P  - In Person,Doctoral,1,,,,1,801,PSYC,Psychology,,20141,
4,PRA - Practicum,,,7713,Practicum in Clinical Psychology,7XXX,AS,PSYC,NS,0,3,P  - In Person,Doctoral,1,,,,1,801,PSYC,Psychology,,20141,
3.39,SEM - Seminar,3.69,4.15,1100,Extended First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,4,P  - In Person,Lower,1,1,,,0,001,WRTG,Writing and Rhetoric,,20141,
3.59,SEM - Seminar,4.5,5.1,1100,Extended First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,4,P  - In Person,Lower,1,1,,,0,003,WRTG,Writing and Rhetoric,,20141,
3.01,SEM - Seminar,5.23,5.46,1100,Extended First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,4,P  - In Person,Lower,1,1,,,0,004,WRTG,Writing and Rhetoric,,20141,
3.24,SEM - Seminar,4.09,4.73,1100,Extended First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,4,P  - In Person,Lower,1,1,,,0,006,WRTG,Writing and Rhetoric,,20141,
2.89,SEM - Seminar,5.64,5.82,1100,Extended First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,4,P  - In Person,Lower,1,1,,,0,008,WRTG,Writing and Rhetoric,,20141,
3.15,SEM - Seminar,5.54,6,1100,Extended First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,4,P  - In Person,Lower,1,1,,,0,010,WRTG,Writing and Rhetoric,,20141,
3.01,SEM - Seminar,2.55,2.82,1100,Extended First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,4,P  - In Person,Lower,1,1,,,0,012,WRTG,Writing and Rhetoric,,20141,
3.21,SEM - Seminar,4.38,4.92,1100,Extended First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,4,P  - In Person,Lower,1,1,,,0,014,WRTG,Writing and Rhetoric,,20141,
3.21,SEM - Seminar,4.81,5.44,1150,First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,1,,,0,001,WRTG,Writing and Rhetoric,,20141,
3.02,SEM - Seminar,5,5.41,1150,First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,1,,,0,002,WRTG,Writing and Rhetoric,,20141,
2.49,SEM - Seminar,4.92,5.38,1150,First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,1,,,0,003,WRTG,Writing and Rhetoric,,20141,
2.88,SEM - Seminar,4.31,5.06,1150,First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,1,,,0,005,WRTG,Writing and Rhetoric,,20141,
3.43,SEM - Seminar,4.5,5.21,1150,First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,1,,,0,006,WRTG,Writing and Rhetoric,,20141,
3.13,SEM - Seminar,5.17,5.75,1150,First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,1,,,0,007,WRTG,Writing and Rhetoric,,20141,
3.49,SEM - Seminar,3.46,4.08,1150,First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,1,,,0,008,WRTG,Writing and Rhetoric,,20141,
3.59,SEM - Seminar,4.92,5.69,1150,First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,1,,,0,009,WRTG,Writing and Rhetoric,,20141,
2.96,SEM - Seminar,4.81,5.56,1150,First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,1,,,0,010,WRTG,Writing and Rhetoric,,20141,
3.42,SEM - Seminar,5.55,5.72,1150,First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,1,,,0,011,WRTG,Writing and Rhetoric,,20141,
2.91,SEM - Seminar,4.53,5.4,1150,First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,1,,,0,012,WRTG,Writing and Rhetoric,,20141,
3.34,SEM - Seminar,5.08,5.67,1150,First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,1,,,0,013,WRTG,Writing and Rhetoric,,20141,
2.75,SEM - Seminar,4.53,5.35,1150,First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,1,,,0,014,WRTG,Writing and Rhetoric,,20141,
2.79,SEM - Seminar,4.23,4.77,1150,First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,1,,,0,015,WRTG,Writing and Rhetoric,,20141,
2.83,SEM - Seminar,4.2,4.8,1150,First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,1,,,0,017,WRTG,Writing and Rhetoric,,20141,
3.9,SEM - Seminar,5.13,5.63,1150,First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,1,,,0,018,WRTG,Writing and Rhetoric,,20141,
3.33,SEM - Seminar,4.71,5.14,1150,First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,1,,,0,019,WRTG,Writing and Rhetoric,,20141,
3.65,SEM - Seminar,4.94,5.59,1150,First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,1,,,0,020,WRTG,Writing and Rhetoric,,20141,
2.75,SEM - Seminar,5.47,5.73,1150,First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,1,,,0,021,WRTG,Writing and Rhetoric,,20141,
3.13,SEM - Seminar,4.53,5.41,1150,First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,1,,,0,022,WRTG,Writing and Rhetoric,,20141,
3.25,SEM - Seminar,3.5,4.57,1150,First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,1,,,0,024,WRTG,Writing and Rhetoric,,20141,
3.37,SEM - Seminar,4.26,4.95,1150,First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,1,,,0,025,WRTG,Writing and Rhetoric,,20141,
3.64,SEM - Seminar,2.42,3.5,1150,First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,1,,,0,026,WRTG,Writing and Rhetoric,,20141,
2.66,SEM - Seminar,3.08,2.77,1150,First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,1,,,0,027,WRTG,Writing and Rhetoric,,20141,
3.7,SEM - Seminar,5.87,6,1150,First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,1,,,0,028,WRTG,Writing and Rhetoric,,20141,
3.63,SEM - Seminar,5.93,6,1150,First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,1,,,0,031,WRTG,Writing and Rhetoric,,20141,
3.19,SEM - Seminar,4.25,5,1150,First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,1,,,0,032,WRTG,Writing and Rhetoric,,20141,
3.62,SEM - Seminar,3.89,4.44,1150,First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,1,,,0,033,WRTG,Writing and Rhetoric,,20141,
3.39,SEM - Seminar,4.41,5.41,1150,First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,1,,,0,034,WRTG,Writing and Rhetoric,,20141,
2.33,SEM - Seminar,3.37,4.1,1150,First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,1,,,0,035,WRTG,Writing and Rhetoric,,20141,
3.31,SEM - Seminar,4.69,5,1150,First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,1,,,0,036,WRTG,Writing and Rhetoric,,20141,
3.57,SEM - Seminar,5.3,5.8,1150,First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,1,,,0,039,WRTG,Writing and Rhetoric,,20141,
2.54,SEM - Seminar,3.54,4.15,1150,First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,1,,,0,040,WRTG,Writing and Rhetoric,,20141,
3.76,SEM - Seminar,4.5,5,1150,First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,1,,,0,041,WRTG,Writing and Rhetoric,,20141,
3.27,SEM - Seminar,4.53,5.22,1150,First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,1,,,0,042,WRTG,Writing and Rhetoric,,20141,
3,SEM - Seminar,4.8,5.6,1150,First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,1,,,0,043,WRTG,Writing and Rhetoric,,20141,
2.83,SEM - Seminar,4.87,5.53,1150,First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,1,,,0,044,WRTG,Writing and Rhetoric,,20141,
2.73,SEM - Seminar,3.15,3.69,1150,First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,1,,,0,047,WRTG,Writing and Rhetoric,,20141,
2.91,SEM - Seminar,4.13,4.8,1150,First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,1,,,0,048,WRTG,Writing and Rhetoric,,20141,
3.56,SEM - Seminar,5,5.57,1150,First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,1,,,0,049,WRTG,Writing and Rhetoric,,20141,
2.77,SEM - Seminar,5.56,5.75,1150,First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,1,,,0,050,WRTG,Writing and Rhetoric,,20141,
2.12,SEM - Seminar,4.62,4.92,1150,First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,1,,,0,051,WRTG,Writing and Rhetoric,,20141,
3.02,SEM - Seminar,4.5,5.38,1150,First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,1,,,0,052,WRTG,Writing and Rhetoric,,20141,
2.69,SEM - Seminar,4.5,5.23,1150,First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,1,,,0,055,WRTG,Writing and Rhetoric,,20141,
3.35,SEM - Seminar,5,5.42,1150,First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,1,,,0,056,WRTG,Writing and Rhetoric,,20141,
3.18,SEM - Seminar,4.25,5.44,1150,First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,1,,,0,058,WRTG,Writing and Rhetoric,,20141,
3.31,SEM - Seminar,3.54,4,1150,First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,1,,,0,059,WRTG,Writing and Rhetoric,,20141,
3.23,SEM - Seminar,4.05,4.39,1150,First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,1,,,0,060,WRTG,Writing and Rhetoric,,20141,
2.97,SEM - Seminar,4.25,4.81,1150,First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,1,,,0,063,WRTG,Writing and Rhetoric,,20141,
3.39,SEM - Seminar,3.73,4.13,1150,First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,1,,,0,064,WRTG,Writing and Rhetoric,,20141,
3.12,SEM - Seminar,5.25,5.81,1150,First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,1,,,0,067,WRTG,Writing and Rhetoric,,20141,
3.46,SEM - Seminar,4.71,5.41,1150,First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,1,,,0,068,WRTG,Writing and Rhetoric,,20141,
3.13,SEM - Seminar,3.94,4.72,1150,First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,1,,,0,070,WRTG,Writing and Rhetoric,,20141,
3.12,SEM - Seminar,5.35,5.82,1150,First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,1,,,0,072,WRTG,Writing and Rhetoric,,20141,
3.61,SEM - Seminar,3.25,3.38,1150,First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,1,,,0,074,WRTG,Writing and Rhetoric,,20141,
3.18,SEM - Seminar,4.63,5,1150,First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,1,,,0,077,WRTG,Writing and Rhetoric,,20141,
3.41,SEM - Seminar,4.67,5.28,1150,First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,1,,,0,078,WRTG,Writing and Rhetoric,,20141,
3.36,SEM - Seminar,4.27,5.33,1150,First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,1,,,0,083,WRTG,Writing and Rhetoric,,20141,
3.25,SEM - Seminar,4.5,5.25,1150,First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,1,,,0,085,WRTG,Writing and Rhetoric,,20141,
2.95,SEM - Seminar,4.71,5.21,1150,First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,1,,,0,087,WRTG,Writing and Rhetoric,,20141,
3.35,SEM - Seminar,3,3.64,1150,First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,1,,,0,089,WRTG,Writing and Rhetoric,,20141,
3.5,SEM - Seminar,4.77,5.23,1150,First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,1,,,0,092,WRTG,Writing and Rhetoric,,20141,
2.52,SEM - Seminar,4.64,5.43,1150,First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,1,,,0,093,WRTG,Writing and Rhetoric,,20141,
3.58,SEM - Seminar,4.85,5.54,1150,First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,1,,,0,094,WRTG,Writing and Rhetoric,,20141,
3.43,SEM - Seminar,5.13,5.67,1150,First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,1,,,0,096,WRTG,Writing and Rhetoric,,20141,
3.67,SEM - Seminar,5.21,5.5,1150,First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,1,,,0,097,WRTG,Writing and Rhetoric,,20141,
3.65,SEM - Seminar,5.29,5.82,1150,First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,1,,,0,098,WRTG,Writing and Rhetoric,,20141,
3.48,SEM - Seminar,,,1150,First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,,,,0,130,WRTG,Writing and Rhetoric,,20141,
3.14,SEM - Seminar,,,1150,First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,,,,0,170,WRTG,Writing and Rhetoric,,20141,
2.9,SEM - Seminar,,,1150,First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,,,,0,171,WRTG,Writing and Rhetoric,,20141,
3.11,SEM - Seminar,,,1150,First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,,,,0,219,WRTG,Writing and Rhetoric,,20141,
3.34,SEM - Seminar,,,1150,First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,,,,0,220,WRTG,Writing and Rhetoric,,20141,
3.57,SEM - Seminar,,,1150,First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,,,,0,221,WRTG,Writing and Rhetoric,,20141,
3.54,SEM - Seminar,,,1150,First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,,,,0,250,WRTG,Writing and Rhetoric,,20141,
3.53,SEM - Seminar,,,1150,First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,,,,0,285,WRTG,Writing and Rhetoric,,20141,
3.14,SEM - Seminar,,,1150,First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,,,,0,286,WRTG,Writing and Rhetoric,,20141,
2.92,SEM - Seminar,,,1150,First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,,,,0,370,WRTG,Writing and Rhetoric,,20141,
3.46,SEM - Seminar,,,1150,First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,,,,0,430,WRTG,Writing and Rhetoric,,20141,
2.79,SEM - Seminar,5.2,5.3,1150,First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,1,,,1,800,WRTG,Writing and Rhetoric,,20141,
2.87,SEM - Seminar,5.1,5.2,1150,First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,1,,,1,801,WRTG,Writing and Rhetoric,,20141,
3.58,SEM - Seminar,4.93,5.31,1150,First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,1,,,1,802,WRTG,Writing and Rhetoric,,20141,
2.98,SEM - Seminar,4.77,5.31,1150,First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,1,,,1,803,WRTG,Writing and Rhetoric,,20141,
2.29,SEM - Seminar,4.85,4.92,1150,First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,1,,,1,804,WRTG,Writing and Rhetoric,,20141,
2.83,SEM - Seminar,4.92,5.54,1250,Advanced First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,1,,,0,001,WRTG,Writing and Rhetoric,,20141,
3.17,SEM - Seminar,3.89,4.33,1250,Advanced First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,1,,,0,006,WRTG,Writing and Rhetoric,,20141,
2.86,SEM - Seminar,3.42,3.58,1250,Advanced First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,1,,,0,009,WRTG,Writing and Rhetoric,,20141,
3.54,SEM - Seminar,5.12,5.71,1250,Advanced First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,1,,,0,015,WRTG,Writing and Rhetoric,,20141,
3.19,SEM - Seminar,4.47,5.21,1250,Advanced First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,1,,,0,018,WRTG,Writing and Rhetoric,,20141,
3.91,SEM - Seminar,,,1250,Advanced First-Year Writing and Rhetoric,1XXX,AS,PWRT,AH,1,3,P  - In Person,Lower,1,,,,0,888,WRTG,Writing and Rhetoric,,20141,
3.24,SEM - Seminar,5.23,5.53,2020,Introduction to Creative Nonfiction,2XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,1,,,0,001,WRTG,Writing and Rhetoric,,20141,
3.59,SEM - Seminar,4.19,4.56,2090,Electives in Writing,2XXX,AS,PWRT,AH,0,3,P  - In Person,Lower,1,1,,,0,001,WRTG,Writing and Rhetoric,,20141,
3.49,LEC - Lecture,5,5.5,3007,Writing in the Visual Arts,3XXX,AS,PWRT,AH,0,3,P  - In Person,Upper,1,1,,,0,003,WRTG,Writing and Rhetoric,,20141,
3.58,LEC - Lecture,5.31,5.75,3007,Writing in the Visual Arts,3XXX,AS,PWRT,AH,0,3,P  - In Person,Upper,1,1,,,0,007,WRTG,Writing and Rhetoric,,20141,
3.48,LEC - Lecture,5.72,5.94,3007,Writing in the Visual Arts,3XXX,AS,PWRT,AH,0,3,P  - In Person,Upper,1,1,,,0,009,WRTG,Writing and Rhetoric,,20141,
2.91,LEC - Lecture,3.36,3.64,3007,Writing in the Visual Arts,3XXX,AS,PWRT,AH,0,3,P  - In Person,Upper,1,1,,,0,011,WRTG,Writing and Rhetoric,,20141,
3.67,SEM - Seminar,5.57,5.79,3020,Topics in Writing,3XXX,AS,PWRT,AH,0,3,P  - In Person,Upper,1,1,,,0,002,WRTG,Writing and Rhetoric,,20141,
3.59,SEM - Seminar,5.5,5.78,3020,Topics in Writing,3XXX,AS,PWRT,AH,0,3,P  - In Person,Upper,1,1,,,0,003,WRTG,Writing and Rhetoric,,20141,
3.01,SEM - Seminar,3.07,3.14,3020,Topics in Writing,3XXX,AS,PWRT,AH,0,3,P  - In Person,Upper,1,1,,,0,004,WRTG,Writing and Rhetoric,,20141,
2.95,SEM - Seminar,4.56,5.13,3020,Topics in Writing,3XXX,AS,PWRT,AH,0,3,P  - In Person,Upper,1,1,,,0,006,WRTG,Writing and Rhetoric,,20141,
3.27,SEM - Seminar,4.1,4.26,3020,Topics in Writing,3XXX,AS,PWRT,AH,0,3,P  - In Person,Upper,1,1,,,0,009,WRTG,Writing and Rhetoric,,20141,
3.25,SEM - Seminar,5.84,5.84,3020,Topics in Writing,3XXX,AS,PWRT,AH,0,3,P  - In Person,Upper,1,1,,,0,010,WRTG,Writing and Rhetoric,,20141,
3.81,SEM - Seminar,5.36,5.53,3020,Topics in Writing,3XXX,AS,PWRT,AH,0,3,P  - In Person,Upper,1,1,,,0,014,WRTG,Writing and Rhetoric,,20141,
3.28,SEM - Seminar,4.89,5.33,3020,Topics in Writing,3XXX,AS,PWRT,AH,0,3,P  - In Person,Upper,1,1,,,0,015,WRTG,Writing and Rhetoric,,20141,
3.19,SEM - Seminar,4.88,5.38,3020,Topics in Writing,3XXX,AS,PWRT,AH,0,3,P  - In Person,Upper,1,1,,,0,019,WRTG,Writing and Rhetoric,,20141,
3.16,SEM - Seminar,4.88,5.82,3020,Topics in Writing,3XXX,AS,PWRT,AH,0,3,P  - In Person,Upper,1,1,,,0,020,WRTG,Writing and Rhetoric,,20141,
3.51,SEM - Seminar,5.38,5.56,3020,Topics in Writing,3XXX,AS,PWRT,AH,0,3,P  - In Person,Upper,1,1,,,0,021,WRTG,Writing and Rhetoric,,20141,
3.15,SEM - Seminar,3.67,3.89,3020,Topics in Writing,3XXX,AS,PWRT,AH,0,3,P  - In Person,Upper,1,1,,,0,022,WRTG,Writing and Rhetoric,,20141,
2.91,SEM - Seminar,4.86,5.43,3020,Topics in Writing,3XXX,AS,PWRT,AH,0,3,P  - In Person,Upper,1,1,,,0,023,WRTG,Writing and Rhetoric,,20141,
3.16,SEM - Seminar,5.5,5.94,3020,Topics in Writing,3XXX,AS,PWRT,AH,0,3,P  - In Person,Upper,1,1,,,0,025,WRTG,Writing and Rhetoric,,20141,
2.28,SEM - Seminar,2,2.5,3020,Topics in Writing,3XXX,AS,PWRT,AH,0,3,P  - In Person,Upper,1,1,,,0,026,WRTG,Writing and Rhetoric,,20141,
3.64,SEM - Seminar,5,5.29,3020,Topics in Writing,3XXX,AS,PWRT,AH,0,3,P  - In Person,Upper,1,1,,,0,027,WRTG,Writing and Rhetoric,,20141,
3.42,SEM - Seminar,3.9,4.1,3020,Topics in Writing,3XXX,AS,PWRT,AH,0,3,P  - In Person,Upper,1,1,,,0,028,WRTG,Writing and Rhetoric,,20141,
2.83,SEM - Seminar,2,2,3020,Topics in Writing,3XXX,AS,PWRT,AH,0,3,P  - In Person,Upper,1,1,,,0,031,WRTG,Writing and Rhetoric,,20141,
3.73,SEM - Seminar,5.14,5.64,3020,Topics in Writing,3XXX,AS,PWRT,AH,0,3,P  - In Person,Upper,1,1,,,0,032,WRTG,Writing and Rhetoric,,20141,
3.24,SEM - Seminar,4.22,4.89,3020,Topics in Writing,3XXX,AS,PWRT,AH,0,3,P  - In Person,Upper,1,1,,,0,035,WRTG,Writing and Rhetoric,,20141,
3.16,SEM - Seminar,4.53,5.07,3020,Topics in Writing,3XXX,AS,PWRT,AH,0,3,P  - In Person,Upper,1,1,,,0,036,WRTG,Writing and Rhetoric,,20141,
2.92,SEM - Seminar,5.18,5.78,3020,Topics in Writing,3XXX,AS,PWRT,AH,0,3,P  - In Person,Upper,1,1,,,0,040,WRTG,Writing and Rhetoric,,20141,
3.71,SEM - Seminar,4.71,4.71,3020,Topics in Writing,3XXX,AS,PWRT,AH,0,3,P  - In Person,Upper,1,1,,,0,041,WRTG,Writing and Rhetoric,,20141,
3.05,SEM - Seminar,4.71,5.21,3020,Topics in Writing,3XXX,AS,PWRT,AH,0,3,P  - In Person,Upper,1,1,,,0,042,WRTG,Writing and Rhetoric,,20141,
2.97,SEM - Seminar,5.62,5.92,3020,Topics in Writing,3XXX,AS,PWRT,AH,0,3,P  - In Person,Upper,1,1,,,0,046,WRTG,Writing and Rhetoric,,20141,
3.14,SEM - Seminar,5,5.69,3020,Topics in Writing,3XXX,AS,PWRT,AH,0,3,P  - In Person,Upper,1,1,,,0,050,WRTG,Writing and Rhetoric,,20141,
3.64,SEM - Seminar,4.77,4.92,3020,Topics in Writing,3XXX,AS,PWRT,AH,0,3,P  - In Person,Upper,1,1,,,0,051,WRTG,Writing and Rhetoric,,20141,
3.09,SEM - Seminar,5.18,5.58,3020,Topics in Writing,3XXX,AS,PWRT,AH,0,3,P  - In Person,Upper,1,1,,,0,053,WRTG,Writing and Rhetoric,,20141,
3.57,SEM - Seminar,5.67,5.87,3020,Topics in Writing,3XXX,AS,PWRT,AH,0,3,P  - In Person,Upper,1,1,,,0,054,WRTG,Writing and Rhetoric,,20141,
3.11,SEM - Seminar,4.94,5.25,3020,Topics in Writing,3XXX,AS,PWRT,AH,0,3,P  - In Person,Upper,1,1,,,0,055,WRTG,Writing and Rhetoric,,20141,
3.43,SEM - Seminar,4.94,5.59,3020,Topics in Writing,3XXX,AS,PWRT,AH,0,3,P  - In Person,Upper,1,1,,,0,056,WRTG,Writing and Rhetoric,,20141,
2.99,SEM - Seminar,5.67,5.81,3020,Topics in Writing,3XXX,AS,PWRT,AH,0,3,P  - In Person,Upper,1,1,,,0,059,WRTG,Writing and Rhetoric,,20141,
3.41,SEM - Seminar,5.29,5.29,3020,Topics in Writing,3XXX,AS,PWRT,AH,0,3,P  - In Person,Upper,1,1,,,0,060,WRTG,Writing and Rhetoric,,20141,
